SITE,SECTORID,RECOMMENDATION_TYPE,COST,PRIORITY,CLUSTERID,CLUSTER_LEVEL,GROUP_ID,IMPLEMENTATION_DATE
25077000612,255,Entrance L2100,330045.07,3,55473964,YES,2,34
25077000613,260,Entrance L2600,52397.46,2,55474110,NO,,22
25077000613,260,Refarming L2100,52397.46,3,55474110,YES,2,25
25077000614,245,Entrance L2600,144389.76,2,55474110,NO,,49
25077000614,167,Refarming L2100,153381.8,3,55474110,YES,2,25
25077000616,130,Refarming L2100,41548.33,3,55473966,YES,2,50
25077000616,40,Refarming L2100,67751.18,3,55473966,YES,2,50
25077000617,160,Refarming L2100,71900.34,3,55473963,YES,2,50
25077000617,190,Refarming L2100,24711.83,3,55473963,YES,2,50
25077000617,30,Refarming L2100,101259.53,3,55473963,YES,2,50
25077000618,210,Refarming L1800,57461.56,1,55473965,YES,1,41
25077000618,330,Refarming L1800,245764.16,1,55473965,YES,1,41
25077000618,90,Refarming L1800,119991.01,1,55473965,YES,1,41
25077000618,210,Refarming L2100,57461.56,3,55473965,YES,2,43
25077000618,330,Refarming L2100,245764.16,3,55473965,YES,2,43
25077000618,90,Refarming L2100,119991.01,3,55473965,YES,2,43
25077000619,230,Entrance L1800,63071.72,1,55473930,YES,1,48
25077000619,120,Entrance L2600,73515.67,2,55473930,NO,,48
25077000619,120,Entrance L2100,73515.67,3,55473930,YES,2,50
25077000619,212,Refarming L2100,84009.46,3,55473930,YES,2,50
25077000619,340,Refarming L2100,120267.55,3,55473930,YES,2,50
25077000620,0,Refarming L2100,135259.15,3,55473965,YES,2,43
25077000620,130,Refarming L2100,111792.6,3,55473965,YES,2,43
25077000620,240,Refarming L2100,26268.65,3,55473965,YES,2,43
25077000624,235,Refarming L2100,89637.92,3,55473965,YES,2,43
25077000626,0,Entrance L2600,176735.95,2,55473964,NO,,28
25077000626,120,Entrance L2600,127718.23,2,55473964,NO,,28
25077000626,247,Entrance L2600,147689.67,2,55473964,NO,,28
25077000626,0,Entrance L2100,176735.95,3,55473964,YES,2,34
25077000626,120,Entrance L2100,127718.23,3,55473964,YES,2,34
25077000626,247,Entrance L2100,147689.67,3,55473964,YES,2,34
25077000627,15,Refarming L2100,102074.91,3,55473965,YES,2,43
25077000627,260,Refarming L2100,55762.36,3,55473965,YES,2,43
25077000628,0,Entrance L2600,169347.87,2,55473986,NO,,34
25077000628,120,Entrance L2600,127116.44,2,55473986,NO,,34
25077000628,240,Entrance L2600,131744.35,2,55473986,NO,,34
25077000628,0,Entrance L2100,169347.87,3,55473986,YES,2,36
25077000628,120,Entrance L2100,127116.44,3,55473986,YES,2,36
25077000628,240,Entrance L2100,131744.35,3,55473986,YES,2,36
25077000629,120,Entrance L2600,312846.79,2,55474110,NO,,49
25077000629,220,Entrance L2600,136064.78,2,55474110,NO,,49
25077000629,355,Entrance L2600,160941.01,2,55474110,NO,,22
25077000629,355,Entrance L2100,160941.01,3,55474110,YES,2,25
25077000630,0,Entrance L2600,23170.75,2,55474110,NO,,49
25077000630,245,Entrance L2600,121398.5,2,55474110,NO,,22
25077000630,245,Entrance L2100,121398.5,3,55474110,YES,2,25
25077000631,230,Refarming L2100,103033.46,3,55474110,YES,2,25
25077000631,27,Refarming L2100,49383.19,3,55474110,YES,2,25
25077000633,125,Refarming L2100,105669.3,3,55473981,YES,2,41
25077000633,230,Refarming L2100,147980.14,3,55473981,YES,2,41
25077000633,345,Refarming L2100,36567.08,3,55473981,YES,2,41
25077000635,125,Entrance L2600,185872.04,2,55474110,NO,,22
25077000635,22,Entrance L2600,200920.01,2,55474110,NO,,22
25077000635,240,Entrance L2600,221473.61,2,55474110,NO,,49
25077000635,125,Refarming L2100,185872.04,3,55474110,YES,2,25
25077000635,22,Refarming L2100,200920.01,3,55474110,YES,2,25
25077000636,0,Refarming L1800,27732.46,1,55473965,YES,1,41
25077000636,240,Refarming L1800,58523.99,1,55473965,YES,1,41
25077000636,90,Refarming L1800,70343.24,1,55473965,YES,1,41
25077000638,0,Entrance L2600,239375.23,2,55473964,NO,,28
25077000638,240,Entrance L2600,399699.04,2,55473964,NO,,49
25077000638,0,Entrance L2100,239375.23,3,55473964,YES,2,34
25077000639,177,Entrance L1800,47045.78,1,55473964,YES,1,24
25077000639,177,Entrance L2600,47045.78,2,55473964,NO,,28
25077000639,57,Entrance L2600,177836.01,2,55473964,NO,,49
25077000639,177,Refarming L2100,47045.78,3,55473964,YES,2,34
25077000640,0,Entrance L2100,178348.49,3,55474110,YES,2,25
25077000640,117,Entrance L2100,156750.72,3,55474110,YES,2,25
25077000640,230,Entrance L2100,144658.35,3,55474110,YES,2,25
25077000641,113,Refarming L2100,204804.99,3,55473965,YES,2,43
25077000641,245,Refarming L2100,163434.33,3,55473965,YES,2,43
25077000641,353,Refarming L2100,143466.1,3,55473965,YES,2,43
25077000642,147,Entrance L2600,275794.97,2,55473991,NO,,38
25077000642,27,Entrance L2600,248001.94,2,55473991,NO,,38
25077000642,282,Entrance L2600,241347.8,2,55473991,NO,,38
25077000642,147,Refarming L2100,275794.97,3,55473991,YES,2,39
25077000642,27,Refarming L2100,248001.94,3,55473991,YES,2,39
25077000642,282,Refarming L2100,241347.8,3,55473991,YES,2,39
25077000646,132,Entrance L2600,325593.16,2,55473964,NO,,28
25077000646,230,Entrance L2600,127191.67,2,55473964,NO,,28
25077000646,132,Refarming L2100,325593.16,3,55473964,YES,2,34
25077000646,230,Entrance L2100,127191.67,3,55473964,YES,2,34
25077000648,245,Refarming L2100,69343.99,3,55473965,YES,2,43
25077000648,5,Refarming L2100,107615.44,3,55473965,YES,2,43
25077000654,170,Refarming L2100,18662.62,3,55473965,YES,2,43
25077000656,100,Entrance L2600,264992.71,2,55474110,NO,,22
25077000656,235,Entrance L2600,275639.57,2,55474110,NO,,49
25077000656,327,Entrance L2600,47488.09,2,55474110,NO,,49
25077000656,100,Refarming L2100,264992.71,3,55474110,YES,2,25
25077000657,205,Entrance L2600,142370.53,2,55473964,NO,,28
25077000657,345,Entrance L2600,71724.95,2,55473964,NO,,28
25077000657,90,Entrance L2600,120111.27,2,55473964,NO,,28
25077000657,205,Refarming L2100,142370.53,3,55473964,YES,2,34
25077000657,345,Refarming L2100,71724.95,3,55473964,YES,2,34
25077000657,90,Refarming L2100,120111.27,3,55473964,YES,2,34
25077000658,0,Entrance L2600,78594.51,2,55473964,NO,,28
25077000658,110,Entrance L2600,71546.64,2,55473964,NO,,28
25077000658,255,Entrance L2600,158825.93,2,55473964,NO,,28
25077000658,0,Entrance L2100,78594.51,3,55473964,YES,2,34
25077000658,110,Entrance L2100,71546.64,3,55473964,YES,2,34
25077000658,255,Entrance L2100,158825.93,3,55473964,YES,2,34
25077000659,117,Refarming L2100,104621.53,3,55473964,YES,2,34
25077000659,217,Refarming L2100,104265.5,3,55473964,YES,2,34
25077000659,7,Refarming L2100,49688.1,3,55473964,YES,2,34
25077000660,135,Entrance L1800,1183.5,1,55473964,YES,1,24
25077000660,245,Entrance L1800,11098.05,1,55473964,YES,1,24
25077000660,38,Entrance L1800,16486.14,1,55473964,YES,1,24
25077000660,135,Entrance L2600,1183.5,2,55473964,NO,,28
25077000660,245,Entrance L2600,11098.05,2,55473964,NO,,28
25077000660,38,Entrance L2600,16486.14,2,55473964,NO,,28
25077000660,135,Refarming L2100,1183.5,3,55473964,YES,2,34
25077000660,245,Refarming L2100,11098.05,3,55473964,YES,2,34
25077000660,38,Refarming L2100,16486.14,3,55473964,YES,2,34
25077000661,0,Entrance L1800,77730.62,1,55473964,YES,1,24
25077000661,120,Entrance L1800,37666.05,1,55473964,YES,1,24
25077000661,240,Entrance L1800,4014.88,1,55473964,YES,1,24
25077000661,0,Entrance L2600,77730.62,2,55473964,NO,,28
25077000661,120,Entrance L2600,37666.05,2,55473964,NO,,28
25077000661,240,Entrance L2600,4014.88,2,55473964,NO,,28
25077000661,0,Entrance L2100,77730.62,3,55473964,YES,2,34
25077000661,120,Entrance L2100,37666.05,3,55473964,YES,2,34
25077000661,240,Entrance L2100,4014.88,3,55473964,YES,2,34
25077000662,120,Entrance L2600,36088.11,2,55473964,NO,,49
25077000662,20,Entrance L2600,32986.5,2,55473964,NO,,28
25077000662,240,Entrance L2600,52330.11,2,55473964,NO,,49
25077000662,20,Entrance L2100,32986.5,3,55473964,YES,2,34
25077000663,0,Entrance L1800,95093.98,1,55473964,YES,1,24
25077000663,120,Entrance L1800,59960.64,1,55473964,YES,1,24
25077000663,240,Entrance L1800,89713.2,1,55473964,YES,1,24
25077000663,0,Entrance L2600,95093.98,2,55473964,NO,,28
25077000663,120,Entrance L2600,59960.64,2,55473964,NO,,28
25077000663,240,Entrance L2600,89713.2,2,55473964,NO,,28
25077000663,0,Entrance L2100,95093.98,3,55473964,YES,2,34
25077000663,120,Entrance L2100,59960.64,3,55473964,YES,2,34
25077000663,240,Entrance L2100,89713.2,3,55473964,YES,2,34
25077000665,105,Entrance L2600,4113.66,2,55474110,NO,,22
25077000665,355,Entrance L2600,37267.73,2,55474110,NO,,22
25077000665,105,Entrance L2100,4113.66,3,55474110,YES,2,25
25077000665,355,Entrance L2100,37267.73,3,55474110,YES,2,25
25077000667,230,Entrance L1800,8943.5,1,55474110,YES,1,20
25077000667,20,Refarming L2100,24270.85,3,55474110,YES,2,25
25077000669,0,Entrance L2600,95006.97,2,55473964,NO,,28
25077000669,240,Entrance L2600,155283.07,2,55473964,NO,,49
25077000669,0,Refarming L2100,95006.97,3,55473964,YES,2,34
25077000672,0,Refarming L2100,186749.29,3,55474110,YES,2,25
25077000672,120,Refarming L2100,235719.89,3,55474110,YES,2,25
25077000673,0,Entrance L2600,200126.76,2,55473964,NO,,49
25077000674,120,Entrance L2600,72918.61,2,55473964,NO,,28
25077000674,240,Entrance L2600,168869.68,2,55473964,NO,,28
25077000674,120,Entrance L2100,72918.61,3,55473964,YES,2,34
25077000674,240,Entrance L2100,168869.68,3,55473964,YES,2,34
25077000675,0,Refarming L2100,74828.29,3,55473980,YES,2,39
25077000675,136,Refarming L2100,205325.95,3,55473980,YES,2,39
25077000675,235,Refarming L2100,166336.99,3,55473980,YES,2,39
25077000676,0,Entrance L2600,203273.45,2,55473964,NO,,49
25077000676,240,Entrance L2600,246207.48,2,55473964,NO,,28
25077000676,240,Entrance L2100,246207.48,3,55473964,YES,2,34
25077000678,120,Refarming L2100,146946.04,3,55473989,YES,2,22
25077000678,20,Refarming L2100,100935.36,3,55473989,YES,2,22
25077000678,255,Refarming L2100,146143.14,3,55473989,YES,2,22
25077000681,130,Refarming L2100,164492.56,3,55474110,YES,2,25
25077000682,11,Entrance L2600,52148.09,2,55473964,NO,,28
25077000682,117,Entrance L2600,65706.59,2,55473964,NO,,28
25077000682,240,Entrance L2600,162604.14,2,55473964,NO,,28
25077000682,11,Refarming L2100,52148.09,3,55473964,YES,2,34
25077000682,117,Refarming L2100,65706.59,3,55473964,YES,2,34
25077000682,240,Refarming L2100,162604.14,3,55473964,YES,2,34
25077000683,0,Entrance L2600,153651.96,2,55473964,NO,,28
25077000683,105,Entrance L2600,472670.98,2,55473964,NO,,49
25077000683,225,Entrance L2600,178445.25,2,55473964,NO,,28
25077000683,0,Entrance L2100,153651.96,3,55473964,YES,2,34
25077000683,225,Refarming L2100,178445.25,3,55473964,YES,2,34
25077000685,110,Entrance L2600,160297.34,2,55474036,NO,,39
25077000685,230,Entrance L2600,223093.92,2,55474036,NO,,39
25077000685,350,Entrance L2600,181551.54,2,55474036,NO,,39
25077000685,110,Entrance L2100,160297.34,3,55474036,YES,2,40
25077000685,230,Entrance L2100,223093.92,3,55474036,YES,2,40
25077000685,350,Entrance L2100,181551.54,3,55474036,YES,2,40
25077000686,0,Entrance L1800,20246.72,1,55473964,YES,1,24
25077000686,120,Entrance L1800,99699.9,1,55473964,YES,1,24
25077000686,240,Entrance L1800,33889.84,1,55473964,YES,1,24
25077000686,240,Entrance L2600,33889.84,2,55473964,NO,,28
25077000686,240,Entrance L2100,33889.84,3,55473964,YES,2,34
25077000688,0,Entrance L2600,313874.43,2,55473964,NO,,49
25077000689,130,Entrance L2600,143937.6,2,55473964,NO,,49
25077000689,260,Entrance L2600,221384.34,2,55473964,NO,,28
25077000689,7,Entrance L2600,146820.37,2,55473964,NO,,28
25077000689,260,Entrance L2100,221384.34,3,55473964,YES,2,34
25077000689,7,Entrance L2100,146820.37,3,55473964,YES,2,34
25077000690,117,Refarming L2100,99401.65,3,55473991,YES,2,39
25077000690,12,Refarming L2100,45805.82,3,55473991,YES,2,39
25077000690,256,Refarming L2100,179058.45,3,55473991,YES,2,39
25077000692,140,Entrance L2100,60787.47,3,55473963,YES,2,50
25077000692,20,Entrance L2100,62460.52,3,55473963,YES,2,50
25077000692,270,Entrance L2100,69064.87,3,55473963,YES,2,50
25077000693,,Refarming L1800,120589.92,1,55473985,YES,1,35
25077000693,145,Refarming L1800,238256.29,1,55473985,YES,1,35
25077000693,15,Refarming L1800,52154.73,1,55473985,YES,1,35
25077000693,280,Refarming L1800,192862.29,1,55473985,YES,1,35
25077000693,,Refarming L2100,120589.92,3,55473985,YES,2,37
25077000694,0,Entrance L1800,545.14,1,55473964,YES,1,24
25077000694,0,Entrance L2600,545.14,2,55473964,NO,,28
25077000694,120,Entrance L2600,14758.34,2,55473964,NO,,28
25077000694,240,Entrance L2600,199173.77,2,55473964,NO,,28
25077000694,0,Entrance L2100,545.14,3,55473964,YES,2,34
25077000694,120,Entrance L2100,14758.34,3,55473964,YES,2,34
25077000694,240,Entrance L2100,199173.77,3,55473964,YES,2,34
25077000695,0,Entrance L1800,29071.66,1,55473964,YES,1,24
25077000695,120,Entrance L1800,88840.73,1,55473964,YES,1,24
25077000695,240,Entrance L1800,63264.7,1,55473964,YES,1,24
25077000695,120,Entrance L2600,88840.73,2,55473964,NO,,28
25077000695,240,Entrance L2600,63264.7,2,55473964,NO,,49
25077000695,120,Entrance L2100,88840.73,3,55473964,YES,2,34
25077000696,240,Entrance L2600,193642.52,2,55473964,NO,,49
25077000696,345,Entrance L2600,88025.77,2,55473964,NO,,28
25077000696,345,Refarming L2100,88025.77,3,55473964,YES,2,34
25077000699,0,Entrance L2600,172669.25,2,55473964,NO,,49
25077000699,120,Entrance L2600,130225.87,2,55473964,NO,,28
25077000699,247,Entrance L2600,151064.94,2,55473964,NO,,49
25077000699,120,Entrance L2100,130225.87,3,55473964,YES,2,34
25077000700,325,Entrance L2600,159482.35,2,55474110,NO,,22
25077000700,60,Entrance L2600,149102.22,2,55474110,NO,,22
25077000700,325,Entrance L2100,159482.35,3,55474110,YES,2,25
25077000700,60,Entrance L2100,149102.22,3,55474110,YES,2,25
25077000701,0,Entrance L2600,84428.61,2,55473964,NO,,28
25077000701,120,Entrance L2600,77258.81,2,55473964,NO,,49
25077000701,240,Entrance L2600,138762.02,2,55473964,NO,,28
25077000701,0,Refarming L2100,84428.61,3,55473964,YES,2,34
25077000701,240,Refarming L2100,138762.02,3,55473964,YES,2,34
25077000702,0,Entrance L1800,18416.96,1,55473964,YES,1,24
25077000702,120,Entrance L1800,127561.35,1,55473964,YES,1,24
25077000702,240,Entrance L1800,126479.85,1,55473964,YES,1,24
25077000702,0,Entrance L2600,18416.96,2,55473964,NO,,28
25077000702,0,Refarming L2100,18416.96,3,55473964,YES,2,34
25077000703,10,Entrance L2600,232318.89,2,55474110,NO,,22
25077000703,130,Entrance L2600,216607.97,2,55474110,NO,,22
25077000703,260,Entrance L2600,140137.58,2,55474110,NO,,22
25077000703,10,Entrance L2100,232318.89,3,55474110,YES,2,25
25077000703,130,Entrance L2100,216607.97,3,55474110,YES,2,25
25077000703,260,Entrance L2100,140137.58,3,55474110,YES,2,25
25077000704,120,Entrance L2600,107221.77,2,55473964,NO,,28
25077000704,240,Entrance L2600,152056.51,2,55473964,NO,,28
25077000704,120,Entrance L2100,107221.77,3,55473964,YES,2,34
25077000704,240,Entrance L2100,152056.51,3,55473964,YES,2,34
25077000705,0,Entrance L2600,142031.26,2,55473964,NO,,49
25077000705,120,Entrance L2600,264101.54,2,55473964,NO,,49
25077000705,240,Entrance L2600,284238.37,2,55473964,NO,,49
25077000706,0,Entrance L1800,16156.23,1,55473964,YES,1,24
25077000706,120,Entrance L1800,79999.56,1,55473964,YES,1,24
25077000706,240,Entrance L1800,132473.59,1,55473964,YES,1,24
25077000706,0,Entrance L2600,16156.23,2,55473964,NO,,28
25077000706,0,Refarming L2100,16156.23,3,55473964,YES,2,34
25077000708,0,Entrance L2600,262700.99,2,55473964,NO,,49
25077000708,117,Entrance L2600,97326.85,2,55473964,NO,,28
25077000708,247,Entrance L2600,220880.91,2,55473964,NO,,28
25077000708,117,Refarming L2100,97326.85,3,55473964,YES,2,34
25077000708,247,Refarming L2100,220880.91,3,55473964,YES,2,34
25077000709,15,Entrance L2600,39297.21,2,55473964,NO,,28
25077000709,260,Entrance L2600,50860.08,2,55473964,NO,,28
25077000709,15,Refarming L2100,39297.21,3,55473964,YES,2,34
25077000709,260,Refarming L2100,50860.08,3,55473964,YES,2,34
25077000710,107,Entrance L2100,190812.97,3,55474110,YES,2,25
25077000710,235,Entrance L2100,207755.17,3,55474110,YES,2,25
25077000710,357,Entrance L2100,293633.2,3,55474110,YES,2,25
25077000711,140,Entrance L2600,177217.59,2,55474110,NO,,22
25077000711,20,Entrance L2600,242524.69,2,55474110,NO,,22
25077000711,242,Entrance L2600,343086.99,2,55474110,NO,,22
25077000711,140,Refarming L2100,177217.59,3,55474110,YES,2,25
25077000711,20,Refarming L2100,242524.69,3,55474110,YES,2,25
25077000711,242,Refarming L2100,343086.99,3,55474110,YES,2,25
25077000712,240,Entrance L2600,271511.56,2,55474110,NO,,49
25077000713,10,Entrance L2600,108125.88,2,55474110,NO,,49
25077000713,120,Entrance L2600,247209.91,2,55474110,NO,,49
25077000713,247,Entrance L2600,127801.11,2,55474110,NO,,49
25077000714,0,Entrance L2600,78401.54,2,55474110,NO,,22
25077000714,120,Entrance L2600,145437.56,2,55474110,NO,,49
25077000714,240,Entrance L2600,101042.97,2,55474110,NO,,22
25077000714,0,Refarming L2100,78401.54,3,55474110,YES,2,25
25077000714,240,Refarming L2100,101042.97,3,55474110,YES,2,25
25077000715,0,Entrance L2600,188656.96,2,55474110,NO,,22
25077000715,120,Entrance L2600,273628.22,2,55474110,NO,,22
25077000715,240,Entrance L2600,76474.21,2,55474110,NO,,22
25077000715,0,Entrance L2100,188656.96,3,55474110,YES,2,25
25077000715,120,Entrance L2100,273628.22,3,55474110,YES,2,25
25077000715,240,Entrance L2100,76474.21,3,55474110,YES,2,25
25077000716,135,Refarming L2100,104526.12,3,55474110,YES,2,25
25077000716,2,Refarming L2100,102863.1,3,55474110,YES,2,25
25077000716,247,Refarming L2100,132718.79,3,55474110,YES,2,25
25077000717,0,Entrance L2600,97270.96,2,55473964,NO,,28
25077000717,120,Entrance L2600,70179.79,2,55473964,NO,,28
25077000717,240,Entrance L2600,29695.24,2,55473964,NO,,28
25077000717,0,Refarming L2100,97270.96,3,55473964,YES,2,34
25077000717,120,Refarming L2100,70179.79,3,55473964,YES,2,34
25077000717,240,Refarming L2100,29695.24,3,55473964,YES,2,34
25077000719,150,Entrance L2600,203500.81,2,55474110,NO,,49
25077000719,265,Entrance L2600,435568.25,2,55474110,NO,,49
25077000719,7,Entrance L2600,41762.5,2,55474110,NO,,49
25077000720,250,Entrance L2600,290874.46,2,55474110,NO,,22
25077000720,250,Refarming L2100,290874.46,3,55474110,YES,2,25
25077000722,0,Entrance L2600,4264.32,2,55474110,NO,,22
25077000722,127,Entrance L2600,9757.67,2,55474110,NO,,22
25077000722,240,Entrance L2600,7137.07,2,55474110,NO,,22
25077000722,0,Refarming L2100,4264.32,3,55474110,YES,2,25
25077000722,127,Refarming L2100,9757.67,3,55474110,YES,2,25
25077000722,240,Refarming L2100,7137.07,3,55474110,YES,2,25
25077000724,330,Entrance L1800,359.38,1,55474110,YES,1,20
25077000724,142,Entrance L2600,225996.27,2,55474110,NO,,49
25077000724,330,Entrance L2600,359.38,2,55474110,NO,,22
25077000724,52,Entrance L2600,163223.46,2,55474110,NO,,22
25077000724,330,Entrance L2100,359.38,3,55474110,YES,2,25
25077000724,52,Refarming L2100,163223.46,3,55474110,YES,2,25
25077000729,120,Entrance L2100,114404.72,3,55473964,YES,2,34
25077000729,22,Refarming L2100,177062.58,3,55473964,YES,2,34
25077000729,255,Refarming L2100,159326.46,3,55473964,YES,2,34
25077000730,167,Entrance L2600,106254.48,2,55473964,NO,,29
25077000730,167,Refarming L2100,106254.48,3,55473964,YES,2,34
25077000731,0,Entrance L2600,209930.98,2,55473964,NO,,29
25077000731,120,Entrance L2600,16883.05,2,55473964,NO,,49
25077000731,0,Entrance L2100,209930.98,3,55473964,YES,2,34
25077000732,245,Entrance L2600,94684.88,2,55473964,NO,,49
25077000732,5,Entrance L2600,123071.51,2,55473964,NO,,29
25077000732,5,Refarming L2100,123071.51,3,55473964,YES,2,34
25077000733,0,Entrance L2600,152646.46,2,55474110,NO,,22
25077000733,120,Entrance L2600,130312.71,2,55474110,NO,,22
25077000733,240,Entrance L2600,36531.49,2,55474110,NO,,22
25077000733,0,Entrance L2100,152646.46,3,55474110,YES,2,25
25077000733,120,Entrance L2100,130312.71,3,55474110,YES,2,25
25077000733,240,Entrance L2100,36531.49,3,55474110,YES,2,25
25077000737,,Refarming L2100,30895.07,3,55473965,YES,2,43
25077000738,0,Entrance L2600,185418.68,2,55473964,NO,,29
25077000738,120,Entrance L2600,177315.39,2,55473964,NO,,29
25077000738,240,Entrance L2600,115783.15,2,55473964,NO,,29
25077000738,0,Refarming L2100,185418.68,3,55473964,YES,2,34
25077000738,120,Refarming L2100,177315.39,3,55473964,YES,2,34
25077000738,240,Refarming L2100,115783.15,3,55473964,YES,2,34
25077000739,120,Entrance L2600,130816.02,2,55473964,NO,,29
25077000739,120,Entrance L2100,130816.02,3,55473964,YES,2,34
25077000740,220,Entrance L1800,19811.08,1,55473964,YES,1,24
25077000740,345,Entrance L1800,79423.15,1,55473964,YES,1,24
25077000740,92,Entrance L1800,20783.63,1,55473964,YES,1,24
25077000740,220,Entrance L2600,19811.08,2,55473964,NO,,29
25077000740,345,Entrance L2600,79423.15,2,55473964,NO,,29
25077000740,92,Entrance L2600,20783.63,2,55473964,NO,,29
25077000740,220,Refarming L2100,19811.08,3,55473964,YES,2,34
25077000740,345,Refarming L2100,79423.15,3,55473964,YES,2,34
25077000740,92,Refarming L2100,20783.63,3,55473964,YES,2,34
25077000741,0,Refarming L2100,162274.51,3,55473964,YES,2,34
25077000741,115,Refarming L2100,128572.08,3,55473964,YES,2,34
25077000741,230,Refarming L2100,253923.43,3,55473964,YES,2,34
25077000742,0,Entrance L1800,69942.51,1,55474110,YES,1,20
25077000742,120,Entrance L1800,2870.08,1,55474110,YES,1,20
25077000742,240,Entrance L1800,7777.14,1,55474110,YES,1,20
25077000742,0,Entrance L2600,69942.51,2,55474110,NO,,22
25077000742,120,Entrance L2600,2870.08,2,55474110,NO,,22
25077000742,240,Entrance L2600,7777.14,2,55474110,NO,,22
25077000742,0,Entrance L2100,69942.51,3,55474110,YES,2,25
25077000742,120,Entrance L2100,2870.08,3,55474110,YES,2,25
25077000742,240,Entrance L2100,7777.14,3,55474110,YES,2,25
25077000744,125,Refarming L2100,153780.34,3,55474110,YES,2,25
25077000744,240,Refarming L2100,199568.24,3,55474110,YES,2,25
25077000746,0,Entrance L2600,247093.29,2,55473993,NO,,34
25077000746,0,Entrance L2100,247093.29,3,55473993,YES,2,35
25077000747,255,Entrance L2600,96445.88,2,55474110,NO,,49
25077000747,345,Entrance L2600,145372.95,2,55474110,NO,,22
25077000747,345,Refarming L2100,145372.95,3,55474110,YES,2,25
25077000748,0,Refarming L2100,121352.55,3,55474035,YES,2,36
25077000748,122,Refarming L2100,160512.28,3,55474035,YES,2,36
25077000748,277,Refarming L2100,192563.23,3,55474035,YES,2,36
25077000749,145,Entrance L2600,234045.51,2,55474110,NO,,22
25077000749,290,Entrance L2600,190587.96,2,55474110,NO,,49
25077000749,62,Entrance L2600,157172.67,2,55474110,NO,,22
25077000749,145,Refarming L2100,234045.51,3,55474110,YES,2,25
25077000749,62,Refarming L2100,157172.67,3,55474110,YES,2,25
25077000750,0,Entrance L2600,310391.59,2,55473964,NO,,29
25077000750,120,Entrance L2600,241748.51,2,55473964,NO,,29
25077000750,240,Entrance L2600,51222.12,2,55473964,NO,,49
25077000750,0,Entrance L2100,310391.59,3,55473964,YES,2,34
25077000750,120,Entrance L2100,241748.51,3,55473964,YES,2,34
25077000751,130,Entrance L2600,72452.74,2,55473964,NO,,29
25077000751,245,Entrance L2600,69512.45,2,55473964,NO,,29
25077000751,5,Entrance L2600,27354.12,2,55473964,NO,,29
25077000751,130,Refarming L2100,72452.74,3,55473964,YES,2,34
25077000751,245,Refarming L2100,69512.45,3,55473964,YES,2,34
25077000751,5,Refarming L2100,27354.12,3,55473964,YES,2,34
25077000752,0,Entrance L1800,29069.33,1,55473964,YES,1,24
25077000752,118,Entrance L1800,57372.21,1,55473964,YES,1,24
25077000752,220,Entrance L1800,16762.34,1,55473964,YES,1,24
25077000752,118,Entrance L2600,57372.21,2,55473964,NO,,29
25077000752,220,Entrance L2600,16762.34,2,55473964,NO,,29
25077000752,118,Entrance L2100,57372.21,3,55473964,YES,2,34
25077000752,220,Entrance L2100,16762.34,3,55473964,YES,2,34
25077000753,10,Entrance L1800,135.14,1,55473964,YES,1,24
25077000753,10,Entrance L2600,135.14,2,55473964,NO,,29
25077000753,122,Entrance L2600,253288.2,2,55473964,NO,,29
25077000753,250,Entrance L2600,176303.46,2,55473964,NO,,29
25077000753,10,Refarming L2100,135.14,3,55473964,YES,2,34
25077000753,122,Refarming L2100,253288.2,3,55473964,YES,2,34
25077000753,250,Refarming L2100,176303.46,3,55473964,YES,2,34
25077000754,120,Entrance L2600,107381.45,2,55473964,NO,,29
25077000754,240,Entrance L2600,78254.88,2,55473964,NO,,49
25077000754,120,Refarming L2100,107381.45,3,55473964,YES,2,34
25077000755,240,Entrance L2600,303173.23,2,55473964,NO,,49
25077000756,120,Entrance L2100,56650.12,3,55473964,YES,2,34
25077000756,240,Entrance L2100,65932.97,3,55473964,YES,2,34
25077000756,352,Entrance L2100,168196.73,3,55473964,YES,2,34
25077000757,110,Entrance L2600,214766.67,2,55473964,NO,,29
25077000757,237,Entrance L2600,132841.07,2,55473964,NO,,49
25077000757,110,Entrance L2100,214766.67,3,55473964,YES,2,34
25077000758,0,Entrance L2600,89738.45,2,55473964,NO,,29
25077000758,120,Entrance L2600,112277.53,2,55473964,NO,,29
25077000758,240,Entrance L2600,231926.93,2,55473964,NO,,29
25077000758,0,Entrance L2100,89738.45,3,55473964,YES,2,34
25077000758,120,Entrance L2100,112277.53,3,55473964,YES,2,34
25077000758,240,Entrance L2100,231926.93,3,55473964,YES,2,34
25077000759,0,Entrance L1800,80692.03,1,55473964,YES,1,24
25077000759,120,Entrance L1800,94896.35,1,55473964,YES,1,24
25077000759,240,Entrance L1800,111671.08,1,55473964,YES,1,24
25077000759,240,Entrance L2600,111671.08,2,55473964,NO,,29
25077000759,240,Entrance L2100,111671.08,3,55473964,YES,2,34
25077000760,10,Entrance L2600,119295.23,2,55473964,NO,,49
25077000760,152,Entrance L2600,168486.51,2,55473964,NO,,29
25077000760,257,Entrance L2600,93496.52,2,55473964,NO,,49
25077000760,152,Entrance L2100,168486.51,3,55473964,YES,2,34
25077000761,0,Entrance L2600,26374.51,2,55473964,NO,,29
25077000761,120,Entrance L2600,68072.83,2,55473964,NO,,29
25077000761,0,Refarming L2100,26374.51,3,55473964,YES,2,34
25077000761,120,Refarming L2100,68072.83,3,55473964,YES,2,34
